num_input,Proportion,leads_to_phil,total_articles
1353,0.877474081,3724,4244
1354,0.877531795,3726,4246
1355,0.877589454,3728,4248
1356,0.877618263,3729,4249
1357,0.877675841,3731,4251
1358,0.877762106,3734,4254
1359,0.877819549,3736,4256
1360,0.877407233,3736,4258
1361,0.877493546,3739,4261
1362,0.87752229,3740,4262
1363,0.877316444,3740,4263
1364,0.877402719,3743,4266
1365,0.877431451,3744,4267
1366,0.877460169,3745,4268
1367,0.877517564,3747,4270
1368,0.877574906,3749,4272
1369,0.877603557,3750,4273
1370,0.877689429,3753,4276
1371,0.877775181,3756,4279
1372,0.877832282,3758,4281
1373,0.877627277,3758,4282
1374,0.877770002,3763,4287
1375,0.877798507,3764,4288
1376,0.877883943,3767,4291
1377,0.877940834,3769,4293
1378,0.878054457,3773,4297
1379,0.877645964,3773,4299
1380,0.877674419,3774,4300
1381,0.877731288,3776,4302
1382,0.877759703,3777,4303
1383,0.877788104,3778,4304
1384,0.877901578,3782,4308
1385,0.877958237,3784,4310
1386,0.87755102,3784,4312
1387,0.877947295,3798,4326
1388,0.878003697,3800,4328
1389,0.877598152,3800,4330
1390,0.877739331,3805,4335
1391,0.877767528,3806,4336
1392,0.877823882,3808,4338
1393,0.87785204,3809,4339
1394,0.877964541,3813,4343
1395,0.878020713,3815,4345
1396,0.878104876,3818,4348
1397,0.877902966,3818,4349
1398,0.877931034,3819,4350
1399,0.878043179,3823,4354
1400,0.878099174,3825,4356
1401,0.87818307,3828,4359
1402,0.877579092,3828,4362
1403,0.877607151,3829,4363
1404,0.87766323,3831,4365
1405,0.877775235,3835,4369
1406,0.87783116,3837,4371
1407,0.877429682,3837,4373
1408,0.877541695,3841,4377
1409,0.877625571,3844,4380
1410,0.877737226,3848,4384
1411,0.877765108,3849,4385
1412,0.877564979,3849,4386
1413,0.877592888,3850,4387
1414,0.876593807,3850,4392
1415,0.876621898,3851,4393
1416,0.876422394,3851,4394
1417,0.876506709,3854,4397
1418,0.87661895,3858,4401
1419,0.876730988,3862,4405
1420,0.876842822,3866,4409
1421,0.876870748,3867,4410
1422,0.876954453,3870,4413
1423,0.876358696,3870,4416
1424,0.876470588,3874,4420
1425,0.876582278,3878,4424
1426,0.876665914,3881,4427
1427,0.876721608,3883,4429
1428,0.876523702,3883,4430
1429,0.876579422,3885,4432
1430,0.876607264,3886,4433
1431,0.876690712,3889,4436
1432,0.876295629,3889,4438
1433,0.876379194,3892,4441
1434,0.8761819,3892,4442
1435,0.876293297,3896,4446
1436,0.876348921,3898,4448
1437,0.876376714,3899,4449
1438,0.876432262,3901,4451
1439,0.8762354,3901,4452
1440,0.876290974,3903,4454
1441,0.876318743,3904,4455
1442,0.876401974,3907,4458
1443,0.876205427,3907,4459
1444,0.875812598,3907,4461
1445,0.87606264,3916,4470
1446,0.876118068,3918,4472
1447,0.876228776,3922,4476
1448,0.876256422,3923,4477
1449,0.876311677,3925,4479
1450,0.876449599,3930,4484
1451,0.876504681,3932,4486
1452,0.876559715,3934,4488
1453,0.876587213,3935,4489
1454,0.876642173,3937,4491
1455,0.876779359,3942,4496
1456,0.876834149,3944,4498
1457,0.876861525,3945,4499
1458,0.876471895,3945,4501
1459,0.876581576,3949,4505
1460,0.876663709,3952,4508
1461,0.876827647,3958,4514
1462,0.876882197,3960,4516
1463,0.87696393,3963,4519
1464,0.87699115,3964,4520
1465,0.876797169,3964,4521
1466,0.876824414,3965,4522
1467,0.876906077,3968,4525
1468,0.876712329,3968,4526
1469,0.876518666,3968,4527
1470,0.876600442,3971,4530
1471,0.876406974,3971,4531
1472,0.876434245,3972,4532
1473,0.876515987,3975,4535
1474,0.876570421,3977,4537
1475,0.87659762,3978,4538
1476,0.876760563,3984,4544
1477,0.876787679,3985,4545
1478,0.876841874,3987,4547
1479,0.875878735,3987,4552
1480,0.875905996,3988,4553
1481,0.875329236,3988,4556
1482,0.875465907,3993,4561
1483,0.875547765,3996,4564
1484,0.875602278,3998,4566
1485,0.875683957,4001,4569
1486,0.875846995,4007,4575
1487,0.875901245,4009,4577
1488,0.876009605,4013,4581
1489,0.876036665,4014,4582
1490,0.87617179,4019,4587
1491,0.876225757,4021,4589
1492,0.876252723,4022,4590
1493,0.876333551,4025,4593
1494,0.876441157,4029,4597
1495,0.87649489,4031,4599
1496,0.876629018,4036,4604
1497,0.876655809,4037,4605
1498,0.876682588,4038,4606
1499,0.876762855,4041,4609
1500,0.876869716,4045,4613
1501,0.876896402,4046,4614
1502,0.876923077,4047,4615
1503,0.8763534,4047,4618
1504,0.876460407,4051,4622
1505,0.876540541,4054,4625
1506,0.876673866,4059,4630
1507,0.876753723,4062,4633
1508,0.876860039,4066,4637
1509,0.876482,4066,4639
1510,0.876293103,4066,4640
1511,0.876346402,4068,4642
1512,0.875591907,4068,4646
1513,0.875618679,4069,4647
1514,0.875645439,4070,4648
1515,0.875672188,4071,4649
1516,0.875885763,4079,4657
1517,0.875939043,4081,4659
1518,0.876045464,4085,4663
1519,0.875482212,4085,4666
1520,0.875588865,4089,4670
1521,0.875668735,4092,4673
1522,0.875748503,4095,4676
1523,0.875775069,4096,4677
1524,0.875801625,4097,4678
1525,0.875881222,4100,4681
1526,0.87593423,4102,4683
1527,0.875960717,4103,4684
1528,0.876013658,4105,4686
1529,0.876040111,4106,4687
1530,0.876066553,4107,4688
1531,0.876119403,4109,4690
1532,0.875932637,4109,4691
1533,0.875959079,4110,4692
1534,0.876038339,4113,4695
1535,0.876064736,4114,4696
1536,0.876222884,4120,4702
1537,0.87627551,4122,4704
1538,0.876354366,4125,4707
1539,0.876433121,4128,4710
1540,0.87645935,4129,4711
1541,0.876511776,4131,4713
1542,0.876537972,4132,4714
1543,0.876564157,4133,4715
1544,0.876616494,4135,4717
1545,0.876668786,4137,4719
1546,0.876721034,4139,4721
1547,0.87685146,4144,4726
1548,0.877007608,4150,4732
1549,0.877085533,4153,4735
1550,0.87718928,4157,4739
1551,0.877266976,4160,4742
1552,0.877318718,4162,4744
1553,0.877370417,4164,4746
1554,0.87739625,4165,4747
1555,0.876104333,4165,4754
1556,0.876156434,4167,4756
1557,0.875972251,4167,4757
1558,0.875998319,4168,4758
1559,0.876076455,4171,4761
1560,0.875892482,4171,4762
1561,0.875944584,4173,4764
1562,0.875970619,4174,4765
1563,0.875996643,4175,4766
1564,0.876048658,4177,4768
1565,0.876074649,4178,4769
1566,0.874424445,4178,4778
1567,0.874450722,4179,4779
1568,0.874476987,4180,4780
1569,0.874529486,4182,4782
1570,0.874555718,4183,4783
1571,0.874660539,4187,4787
1572,0.874686717,4188,4788
1573,0.874712884,4189,4789
1574,0.87473904,4190,4790
1575,0.874791319,4192,4792
1576,0.874817442,4193,4793
1577,0.874843554,4194,4794
1578,0.874296435,4194,4797
1579,0.874427322,4199,4802
1580,0.874584027,4205,4808
1581,0.874610106,4206,4809
1582,0.874766355,4212,4815
1583,0.874896266,4217,4820
1584,0.874922215,4218,4821
1585,0.875,4221,4824
1586,0.875051803,4223,4826
1587,0.875129426,4226,4829
1588,0.875206954,4229,4832
1589,0.875258585,4231,4834
1590,0.875077559,4231,4835
1591,0.875103391,4232,4836
1592,0.875180822,4235,4839
1593,0.875,4235,4840
1594,0.875128999,4240,4845
1595,0.874948411,4240,4846
1596,0.874767898,4240,4847
1597,0.874793729,4241,4848
1598,0.87481955,4242,4849
1599,0.874871161,4244,4851
1600,0.874510612,4244,4853
1601,0.874588138,4247,4856
1602,0.874691358,4251,4860
1603,0.874742904,4253,4862
1604,0.874768661,4254,4863
1605,0.874897288,4259,4868
1606,0.874974338,4262,4871
1607,0.875025652,4264,4873
1608,0.874846122,4264,4874
1609,0.874307976,4264,4877
1610,0.87394958,4264,4879
1611,0.874052836,4268,4883
1612,0.874104401,4270,4885
1613,0.873746675,4270,4887
1614,0.873389241,4270,4889
1615,0.873210634,4270,4890
1616,0.873288371,4273,4893
1617,0.873340143,4275,4895
1618,0.873417722,4278,4898
1619,0.87344356,4279,4899
1620,0.872909017,4279,4902
1621,0.872553018,4279,4904
1622,0.872656887,4283,4908
1623,0.872760586,4287,4912
1624,0.872786485,4288,4913
1625,0.872076469,4288,4917
1626,0.872128481,4290,4919
1627,0.872336107,4298,4927
1628,0.872387908,4300,4929
1629,0.872413793,4301,4930
1630,0.872517227,4305,4934
1631,0.872594693,4308,4937
1632,0.872646285,4310,4939
1633,0.872293058,4310,4941
1634,0.87239636,4314,4945
1635,0.872499495,4318,4949
1636,0.872525253,4319,4950
1637,0.872602463,4322,4953
1638,0.872653885,4324,4955
1639,0.872705265,4326,4957
1640,0.87273094,4327,4958
1641,0.872027408,4327,4962
1642,0.872078969,4329,4964
1643,0.872181965,4333,4968
1644,0.872207688,4334,4969
1645,0.872336148,4339,4974
1646,0.8724131,4342,4977
1647,0.87248996,4345,4980
1648,0.872515559,4346,4981
1649,0.872541148,4347,4982
1650,0.872592295,4349,4984
1651,0.872643402,4351,4986
1652,0.872745491,4355,4990
1653,0.872796474,4357,4992
1654,0.872847417,4359,4994
1655,0.872923754,4362,4997
1656,0.872974595,4364,4999
1657,0.87305078,4367,5002
1658,0.872701839,4367,5004
1659,0.872752697,4369,5006
1660,0.87257839,4369,5007
1661,0.872629267,4371,5009
1662,0.872680104,4373,5011
1663,0.8727309,4375,5013
1664,0.872208931,4375,5016
1665,0.872259864,4377,5018
1666,0.872285316,4378,5019
1667,0.87238702,4382,5023
1668,0.872437811,4384,5025
1669,0.872463191,4385,5026
1670,0.872589942,4390,5031
1671,0.872615262,4391,5032
1672,0.872691162,4394,5035
1673,0.872716442,4395,5036
1674,0.872792221,4398,5039
1675,0.87284269,4400,5041
1676,0.872943508,4404,5045
1677,0.871733967,4404,5052
1678,0.871810089,4407,5055
1679,0.871860787,4409,5057
1680,0.871886121,4410,5058
1681,0.871962063,4413,5061
1682,0.872012641,4415,5063
1683,0.871840442,4415,5064
1684,0.871891038,4417,5066
1685,0.871916321,4418,5067
1686,0.871966857,4420,5069
1687,0.87199211,4421,5070
1688,0.87206781,4424,5073
1689,0.872118227,4426,5075
1690,0.871946414,4426,5076
1691,0.872022052,4429,5079
1692,0.872047244,4430,5080
1693,0.872097599,4432,5082
1694,0.872198191,4436,5086
1695,0.872298625,4440,5090
1696,0.872398901,4444,5094
1697,0.87254902,4450,5100
1698,0.872574005,4451,5101
1699,0.87223202,4451,5103
1700,0.872282076,4453,5105
1701,0.872357087,4456,5108
1702,0.872481909,4461,5113
1703,0.871799883,4461,5117
1704,0.871824932,4462,5118
1705,0.871875,4464,5120
1706,0.87190002,4465,5121
1707,0.871559633,4465,5123
1708,0.871584699,4466,5124
1709,0.871684867,4470,5128
1710,0.871734893,4472,5130
1711,0.871784879,4474,5132
1712,0.871809858,4475,5133
1713,0.871859786,4477,5135
1714,0.871909675,4479,5137
1715,0.872034228,4484,5142
1716,0.872108844,4487,5145
1717,0.872183372,4490,5148
1718,0.87223301,4492,5150
1719,0.872307394,4495,5153
1720,0.872332169,4496,5154
1721,0.872356935,4497,5155
1722,0.872455902,4501,5159
1723,0.872530027,4504,5162
1724,0.872604066,4507,5165
1725,0.872628726,4508,5166
1726,0.872727273,4512,5170
1727,0.872751886,4513,5171
1728,0.872850242,4517,5175
1729,0.872997491,4523,5181
1730,0.873021999,4524,5182
1731,0.873070988,4526,5184
1732,0.873168851,4530,5188
1733,0.873290969,4535,5193
1734,0.873315364,4536,5194
1735,0.873437199,4541,5199
1736,0.873558801,4546,5204
1737,0.873607376,4548,5206
1738,0.873439601,4548,5207
1739,0.873536749,4552,5211
1740,0.873561013,4553,5212
1741,0.873393439,4553,5213
1742,0.873441994,4555,5215
1743,0.873466258,4556,5216
1744,0.873563218,4560,5220
1745,0.873587435,4561,5221
1746,0.873635841,4563,5223
1747,0.873660031,4564,5224
1748,0.873708381,4566,5226
1749,0.873374139,4566,5228
1750,0.873495127,4571,5233
1751,0.873591751,4575,5237
1752,0.873615884,4576,5238
1753,0.87373641,4581,5243
1754,0.873760488,4582,5244
1755,0.873808616,4584,5246
1756,0.87395278,4590,5252
1757,0.874024738,4593,5255
1758,0.874048706,4594,5256
1759,0.874120555,4597,5259
1760,0.873954373,4597,5260
1761,0.873456204,4597,5263
1762,0.873552307,4601,5267
1763,0.87357631,4602,5268
1764,0.873600304,4603,5269
1765,0.873624288,4604,5270
1766,0.873696188,4607,5273
1767,0.873720137,4608,5274
1768,0.873223422,4608,5277
1769,0.873247442,4609,5278
1770,0.873319447,4612,5281
1771,0.873343431,4613,5282
1772,0.873439274,4617,5286
1773,0.873511061,4620,5289
1774,0.873582766,4623,5292
1775,0.873678248,4627,5296
1776,0.873773585,4631,5300
1777,0.873797397,4632,5301
1778,0.873868778,4635,5304
1779,0.873539389,4635,5306
1780,0.873587038,4637,5308
1781,0.873634652,4639,5310
1782,0.873658445,4640,5311
1783,0.873165224,4640,5314
1784,0.873212942,4642,5316
1785,0.873284452,4645,5319
1786,0.87333208,4647,5321
1787,0.873379673,4649,5323
1788,0.873593398,4658,5332
1789,0.873617101,4659,5333
1790,0.87366448,4661,5335
1791,0.873688156,4662,5336
1792,0.873782772,4666,5340
1793,0.873806403,4667,5341
1794,0.87385364,4669,5343
1795,0.873900842,4671,5345
1796,0.873924429,4672,5346
1797,0.873760987,4672,5347
1798,0.873784592,4673,5348
1799,0.873808188,4674,5349
1800,0.872829132,4674,5355
1801,0.87287661,4676,5357
1802,0.872947761,4679,5360
1803,0.872622156,4679,5362
1804,0.872134203,4679,5365
1805,0.872348344,4688,5374
1806,0.872419565,4691,5377
1807,0.872443287,4692,5378
1808,0.87253809,4696,5382
1809,0.872609099,4699,5385
1810,0.872750881,4705,5391
1811,0.872589021,4705,5392
1812,0.872636263,4707,5394
1813,0.872730641,4711,5398
1814,0.872777778,4713,5400
1815,0.872616182,4713,5401
1816,0.872639763,4714,5402
1817,0.872316802,4714,5404
1818,0.872155412,4714,5405
1819,0.871349353,4714,5410
1820,0.871420654,4717,5413
1821,0.871444403,4718,5414
1822,0.871539313,4722,5418
1823,0.871657754,4727,5423
1824,0.871681416,4728,5424
1825,0.871728714,4730,5426
1826,0.871799595,4733,5429
1827,0.871639042,4733,5430
1828,0.871662677,4734,5431
1829,0.871686303,4735,5432
1830,0.87173353,4737,5434
1831,0.871412804,4737,5436
1832,0.871507353,4741,5440
1833,0.871554576,4743,5442
1834,0.871578174,4744,5443
1835,0.871601763,4745,5444
1836,0.871648917,4747,5446
1837,0.871696035,4749,5448
1838,0.871790169,4753,5452
1839,0.87195457,4760,5459
1840,0.871978022,4761,5460
1841,0.872071742,4765,5464
1842,0.872095151,4766,5465
1843,0.872141943,4768,5467
1844,0.8721887,4770,5469
1845,0.872212066,4771,5470
1846,0.872258772,4773,5472
1847,0.872282112,4774,5473
1848,0.872398686,4779,5478
1849,0.872421975,4780,5479
1850,0.872262774,4780,5480
1851,0.872286079,4781,5481
1852,0.872379216,4785,5485
1853,0.872402479,4786,5486
1854,0.87244898,4788,5488
1855,0.872518667,4791,5491
1856,0.872541879,4792,5492
1857,0.872383033,4792,5493
1858,0.871906841,4792,5496
1859,0.872,4796,5500
1860,0.872046529,4798,5502
1861,0.872093023,4800,5504
1862,0.872116258,4801,5505
1863,0.872139484,4802,5506
1864,0.872185911,4804,5508
1865,0.872209112,4805,5509
1866,0.872232305,4806,5510
1867,0.872278665,4808,5512
1868,0.872324991,4810,5514
1869,0.872348141,4811,5515
1870,0.872394417,4813,5517
1871,0.87250996,4818,5522
1872,0.872556119,4820,5524
1873,0.872648336,4824,5528
1874,0.872694394,4826,5530
1875,0.872717411,4827,5531
1876,0.872740419,4828,5532
1877,0.872763419,4829,5533
1878,0.872809395,4831,5535
1879,0.872651734,4831,5536
1880,0.872697725,4833,5538
1881,0.87222523,4833,5541
1882,0.872248286,4834,5542
1883,0.872294372,4836,5544
1884,0.872340426,4838,5546
1885,0.872386446,4840,5548
1886,0.872455413,4843,5551
1887,0.872478386,4844,5552
1888,0.872616049,4850,5558
1889,0.872638964,4851,5559
1890,0.872684769,4853,5561
1891,0.872707659,4854,5562
1892,0.872753415,4856,5564
1893,0.872799138,4858,5566
1894,0.872821987,4859,5567
1895,0.87286766,4861,5569
1896,0.872981701,4866,5574
1897,0.873050027,4869,5577
1898,0.873141014,4873,5581
1899,0.873277251,4879,5587
1900,0.872808587,4879,5590
1901,0.872944961,4885,5596
1902,0.872967661,4886,5597
1903,0.873103694,4892,5603
1904,0.873126338,4893,5604
1905,0.873262032,4899,5610
1906,0.87332977,4902,5613
1907,0.873397436,4905,5616
1908,0.873442506,4907,5618
1909,0.873532551,4911,5622
1910,0.873577525,4913,5624
1911,0.8736,4914,5625
1912,0.873622467,4915,5626
1913,0.873667377,4917,5628
1914,0.873712256,4919,5630
1915,0.873734683,4920,5631
1916,0.873779514,4922,5633
1917,0.872849796,4922,5639
1918,0.87287234,4923,5640
1919,0.872894877,4924,5641
1920,0.872939926,4926,5643
1921,0.872962438,4927,5644
1922,0.873007439,4929,5646
1923,0.873029927,4930,5647
1924,0.872566372,4930,5650
1925,0.872588922,4931,5651
1926,0.872634,4933,5653
1927,0.872724059,4937,5657
1928,0.872261484,4937,5660
1929,0.872306605,4939,5662
1930,0.872329154,4940,5663
1931,0.872486772,4947,5670
1932,0.872531735,4949,5672
1933,0.872576665,4951,5674
1934,0.872688854,4956,5679
1935,0.872756072,4959,5682
1936,0.872800844,4961,5684
1937,0.872823219,4962,5685
1938,0.872845586,4963,5686
1939,0.872912638,4966,5689
1940,0.873001932,4970,5693
1941,0.873046532,4972,5695
1942,0.873091101,4974,5697
1943,0.872784699,4974,5699
1944,0.872829328,4976,5701
1945,0.872918493,4980,5705
1946,0.872963028,4982,5707
1947,0.87307423,4987,5712
1948,0.873096447,4988,5713
1949,0.873251748,4995,5720
1950,0.873273903,4996,5721
1951,0.87331819,4998,5723
1952,0.87340667,5002,5727
1953,0.87325419,5002,5728
1954,0.873342638,5006,5732
1955,0.873430962,5010,5736
1956,0.873497125,5013,5739
1957,0.873541195,5015,5741
1958,0.873629243,5019,5745
1959,0.873673221,5021,5747
1960,0.873717168,5023,5749
1961,0.873565217,5023,5750
1962,0.873587202,5024,5751
1963,0.873631149,5026,5753
1964,0.873697012,5029,5756
1965,0.873718951,5030,5757
1966,0.873784722,5033,5760
1967,0.873850425,5036,5763
1968,0.873872311,5037,5764
1969,0.87391606,5039,5766
1970,0.873959778,5041,5768
1971,0.874047124,5045,5772
1972,0.874068942,5046,5773
1973,0.874090752,5047,5774
1974,0.874177916,5051,5778
1975,0.874221453,5053,5780
1976,0.87426496,5055,5782
1977,0.874308437,5057,5784
1978,0.874351884,5059,5786
1979,0.874373596,5060,5787
1980,0.874222529,5060,5788
1981,0.874287688,5063,5791
1982,0.874331089,5065,5793
1983,0.874352779,5066,5794
1984,0.874201898,5066,5795
1985,0.874245299,5068,5797
1986,0.87428867,5070,5799
1987,0.874353671,5073,5802
1988,0.874375323,5074,5803
1989,0.874440234,5077,5806
1990,0.874461856,5078,5807
1991,0.874505078,5080,5809
1992,0.874569855,5083,5812
1993,0.874591433,5084,5813
1994,0.874656121,5087,5816
1995,0.874720742,5090,5819
1996,0.874570447,5090,5820
1997,0.874613535,5092,5822
1998,0.874678112,5095,5825
1999,0.874527978,5095,5826
2000,0.874571036,5097,5828
